page,clicks,impressions,avg_click_position,avg_impression_position,date
https://librosresumidos.net/el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3-de-carlos-ruiz-zafon/,1,3,-1,7,2025-01-03
https://librosresumidos.net/esperame-en-nueva-york-de-caroline-march/,1,3,-1,5,2025-01-03
https://librosresumidos.net/sobre-la-libertad-de-john-stuart-mill/,1,3,-1,10,2025-01-03
https://librosresumidos.net/amores-perros-de-guillermo-arriaga/,1,3,-1,3,2025-01-03
https://librosresumidos.net/dulce-tierra-prometida-un-pastor-vasco-en-el-oeste-americano-de-robert-laxalt/,1,3,-1,4,2025-01-03
https://librosresumidos.net/las-puertas-templarias-de-javier-sierra/,1,3,-1,5,2025-01-03
https://librosresumidos.net/el-medallon-perdido-de-ana-alcolea/,1,2,-1,8,2025-01-03
https://librosresumidos.net/aguirre-el-magnifico-de-manuel-vicent/,1,2,-1,4,2025-01-03
https://librosresumidos.net/muerte-de-un-hombre-feliz-de-giorgio-fontana/,1,2,-1,1,2025-01-03
https://librosresumidos.net/un-desastre-de-cumpleanos-la-diversion-de-martina-1-de-martina-dantiochia/,1,2,-1,1,2025-01-03
https://librosresumidos.net/museo-de-la-novela-de-la-eterna-de-macedonio-fernandez/,1,2,-1,8,2025-01-03
https://librosresumidos.net/el-mito-de-cristo-de-gonzalo-puente-ojea/,1,2,-1,54,2025-01-03
https://librosresumidos.net/mila-18-de-leon-uris/,1,1,-1,2,2025-01-03
https://librosresumidos.net/don-juan-o-el-convidado-de-piedra-de-moliere/,1,1,-1,8,2025-01-03
https://librosresumidos.net/luna-caliente-de-mempo-giardinelli/,1,1,-1,5,2025-01-03
https://librosresumidos.net/me-lo-prestas-de-emily-giffin/,1,1,-1,4,2025-01-03
https://librosresumidos.net/hijo-de-bruja-de-gregory-maguire/,1,1,-1,6,2025-01-03
https://librosresumidos.net/kaputt-de-curzio-malaparte/,1,1,-1,3,2025-01-03
https://librosresumidos.net/corazon-de-leon-de-ben-kane/,1,1,-1,1,2025-01-03
https://librosresumidos.net/guia-de-la-tierra-y-el-espacio-de-isaac-asimov/,1,1,-1,6,2025-01-03
https://librosresumidos.net/la-muerte-contada-por-un-sapiens-a-un-neandertal-de-juan-jose-millasjuan-luis-arsuaga/,1,1,-1,5,2025-01-03
https://librosresumidos.net/premonicion-de-gena-showalter/,1,1,-1,2,2025-01-03
https://librosresumidos.net/los-guardianes-de-la-libertad-de-noam-chomsky-y/,1,1,-1,4,2025-01-03
https://librosresumidos.net/educacion-financiera-avanzada-partiendo-de-cero-de-gregorio-hernandez-jimenes/,1,1,-1,37,2025-01-03
https://librosresumidos.net/el-principe-de-la-oscuridad-de-kresley-cole/,1,1,-1,5,2025-01-03
https://librosresumidos.net/relato-de-un-asesino-de-mario-mendoza/,0,55,-1,4,2025-01-03
https://librosresumidos.net/noche-de-reyes-de-william-shakespeare/,0,45,-1,8,2025-01-03
https://librosresumidos.net/manual-de-resistencia-de-pedro-sanchez/,0,34,-1,8,2025-01-03
https://librosresumidos.net/el-verano-en-que-me-enamore-de-jenny-han/,0,27,-1,7,2025-01-03
https://librosresumidos.net/el-caballero-de-la-armadura-oxidada-de-robert-fisher/,0,19,-1,10,2025-01-03
https://librosresumidos.net/el-juego-de-ender-de-orson-scott-card/,0,19,-1,8,2025-01-03
https://librosresumidos.net/la-espana-vacia-viaje-por-un-pais-que-nunca-fue-de-sergio-del-molino/,0,18,-1,3,2025-01-03
https://librosresumidos.net/el-nombre-del-viento-de-patrick-rothfuss/,0,13,-1,7,2025-01-03
https://librosresumidos.net/un-mundo-para-julius-de-alfredo-bryce-echenique/,0,13,-1,9,2025-01-03
https://librosresumidos.net/tombuctu-de-paul-auster/,0,12,-1,2,2025-01-03
https://librosresumidos.net/el-diario-de-bridget-jones-de-helen-fielding/,0,12,-1,4,2025-01-03
https://librosresumidos.net/mi-lucha-mein-kampf-de-adolf-hitler/,0,11,-1,10,2025-01-03
https://librosresumidos.net/querido-miguel-de-natalia-ginzburg/,0,11,-1,4,2025-01-03
https://librosresumidos.net/pepe-gotera-y-otilio-chapuzas-a-domicilio-super-humor-no-44-de-francisco-ibanez/,0,11,-1,10,2025-01-03
https://librosresumidos.net/no-paso-nada-de-antonio-skarmeta/,0,9,-1,5,2025-01-03
https://librosresumidos.net/el-origen-perdido-de-matilde-asensi/,0,9,-1,5,2025-01-03
https://librosresumidos.net/pulsaciones-de-javier-ruescasfrancesc-miralles/,0,9,-1,4,2025-01-03
https://librosresumidos.net/el-numero-de-la-traicion-de-karin-slaughter/,0,8,-1,5,2025-01-03
https://librosresumidos.net/raul-el-triunfo-de-los-valores-de-enrique-ortego/,0,7,-1,4,2025-01-03
https://librosresumidos.net/culpa-tuya-culpables-2-de-mercedes-ron/,0,6,-1,8,2025-01-03
https://librosresumidos.net/misericordia-de-benito-perez-galdos/,0,6,-1,8,2025-01-03
https://librosresumidos.net/el-pan-de-la-guerra-de-deborah-ellis/,0,5,-1,6,2025-01-03
https://librosresumidos.net/manolito-gafotas-de-elvira-lindo/,0,5,-1,7,2025-01-03
https://librosresumidos.net/grandes-esperanzas-de-charles-dickens/,0,5,-1,9,2025-01-03
https://librosresumidos.net/el-secreto-sumergido-de-cristian-perfumo/,0,5,-1,6,2025-01-03
https://librosresumidos.net/el-miedo-a-la-libertad-de-erich-fromm/,0,5,-1,7,2025-01-03
https://librosresumidos.net/la-vida-breve-de-juan-carlos-onetti/,0,5,-1,7,2025-01-03
https://librosresumidos.net/la-ridicula-idea-de-no-volver-a-verte-de-rosa-montero/,0,5,-1,7,2025-01-03
https://librosresumidos.net/martes-con-mi-viejo-profesor-de-mitch-albom/,0,5,-1,5,2025-01-03
https://librosresumidos.net/el-conde-lucanor-de-don-juan-manuel/,0,4,-1,7,2025-01-03
https://librosresumidos.net/el-paraiso-perdido-de-john-milton/,0,4,-1,7,2025-01-03
https://librosresumidos.net/mas-alla-del-invierno-de-isabel-allende/,0,4,-1,5,2025-01-03
https://librosresumidos.net/la-sociedad-de-la-nieve-de-pablo-vierci/,0,4,-1,5,2025-01-03
https://librosresumidos.net/la-selva-prohibida-de-heinz-delam/,0,4,-1,5,2025-01-03
https://librosresumidos.net/la-aldea-perdida-de-armando-palacio-valdes/,0,4,-1,5,2025-01-03
https://librosresumidos.net/wicked-memorias-de-una-bruja-mala-de-gregory-maguire/,0,4,-1,38,2025-01-03
https://librosresumidos.net/confesiones-de-una-mascara-de-yukio-mishima/,0,4,-1,5,2025-01-03
https://librosresumidos.net/la-isla-de-los-hombres-solos-de-jose-leon-sanchez/,0,3,-1,8,2025-01-03
https://librosresumidos.net/una-herencia-en-juego-de-jennifer-lynn-barnes/,0,3,-1,6,2025-01-03
https://librosresumidos.net/las-pequenas-memorias-de-jose-saramago/,0,3,-1,3,2025-01-03
https://librosresumidos.net/piloto-de-guerra-de-antoine-de-saint-exupery/,26,86,-1,3,2025-01-10
https://librosresumidos.net/el-vagabundo-de-las-estrellas-de-jack-london/,11,39,-1,4,2025-01-10
https://librosresumidos.net/muerte-en-el-priorato-de-toti-martinez-de-lezea/,6,17,-1,4,2025-01-10
https://librosresumidos.net/ninfa-rota-de-alfredo-gomez-cerda/,5,19,-1,3,2025-01-10
https://librosresumidos.net/afrodita-de-pierre-louys/,5,16,-1,3,2025-01-10
https://librosresumidos.net/la-plata-de-britania-la-i-novela-de-marco-didio-falco-de-lindsey-davis/,5,9,-1,4,2025-01-10
https://librosresumidos.net/el-libro-salvaje-de-juan-villoro/,3,30,-1,5,2025-01-10
https://librosresumidos.net/alexandra-y-las-siete-pruebas-de-roberto-santiagoangela-armero/,3,8,-1,4,2025-01-10
https://librosresumidos.net/el-campamento-de-blue-jeans/,3,6,-1,4,2025-01-10
https://librosresumidos.net/hermanito-de-ibrahima-balde/,3,6,-1,4,2025-01-10
https://librosresumidos.net/rimas-y-leyendas-de-gustavo-adolfo-becquer/,3,6,-1,7,2025-01-10
https://librosresumidos.net/la-selva-prohibida-de-heinz-delam/,3,4,-1,6,2025-01-10
https://librosresumidos.net/la-lengua-de-las-mariposas-de-manuel-rivas/,2,62,-1,8,2025-01-10
https://librosresumidos.net/estaciones-de-paso-de-almudena-grandes/,2,57,-1,6,2025-01-10
https://librosresumidos.net/crepusculo-saga-crepusculo-i-de-stephenie-meyer/,2,51,-1,6,2025-01-10
https://librosresumidos.net/cada-cuanto-hay-que-echar-a-lavar-un-pijama-monologos-del-rey-de-las-cosas-pequenas-de-luis-piedrahita/,2,40,-1,5,2025-01-10
https://librosresumidos.net/la-tribuna-de-emilia-pardo-bazan/,2,20,-1,6,2025-01-10
https://librosresumidos.net/historia-de-una-maestra-de-josefina-aldecoa/,2,16,-1,5,2025-01-10
https://librosresumidos.net/miedo-de-care-santos/,2,15,-1,5,2025-01-10
https://librosresumidos.net/os-biosbardos-de-eduardo-blanco-amor/,2,5,-1,3,2025-01-10
https://librosresumidos.net/el-problema-de-los-tres-cuerpos-de-cixin-liu/,2,4,-1,6,2025-01-10
https://librosresumidos.net/el-misterio-del-priorato-de-sion-de-jean-michel-thibaux/,2,4,-1,19,2025-01-10
https://librosresumidos.net/la-historia-del-doctor-dolittle-de-hugh-lofting/,2,4,-1,2,2025-01-10
https://librosresumidos.net/el-monarca-de-las-sombras-de-javier-cercas/,2,3,-1,30,2025-01-10
https://librosresumidos.net/cartas-de-invierno-de-agustin-fernandez-paz/,2,3,-1,6,2025-01-10
https://librosresumidos.net/neoliberalismo-sexual-el-mito-de-la-libre-eleccion-de-ana-de-miguel/,2,3,-1,3,2025-01-10
https://librosresumidos.net/breve-historia-de-la-quimica-de-isaac-asimov/,2,2,-1,4,2025-01-10
https://librosresumidos.net/las-argonauticas-de-apolonio-de-rodas/,2,2,-1,6,2025-01-10
https://librosresumidos.net/la-dieta-de-la-longevidad-comer-bien-para-vivir-sano-hasta-los-110-anos-de-valter-longo/,2,1,-1,2,2025-01-10
https://librosresumidos.net/las-flores-de-baudelaire-de-gonzalo-garrido/,2,1,-1,2,2025-01-10
https://librosresumidos.net/la-cofradia-del-sepulcro-de-daniel-easterman/,2,1,-1,1,2025-01-10
https://librosresumidos.net/el-monje-que-vendio-su-ferrari-una-fabula-espiritual-de-robin-s-sharma/,1,111,-1,6,2025-01-10
https://librosresumidos.net/el-asesinato-del-profesor-de-matematicas-de-jordi-sierra-i-fabra/,1,63,-1,7,2025-01-10
https://librosresumidos.net/erik-vogler-y-los-crimenes-del-rey-blanco-de-beatriz-oses/,1,37,-1,6,2025-01-10
https://librosresumidos.net/no-paso-nada-de-antonio-skarmeta/,1,28,-1,5,2025-01-10
https://librosresumidos.net/arde-bruja-arde-de-abraham-merritt/,1,25,-1,6,2025-01-10
https://librosresumidos.net/una-herencia-peligrosa-amanda-black-1-de-juan-gomez-jurado/,1,24,-1,5,2025-01-10
https://librosresumidos.net/san-manuel-bueno-martir-de-miguel-de-unamuno/,1,22,-1,10,2025-01-10
https://librosresumidos.net/konrad-o-el-nino-que-salio-de-una-lata-de-conservas-de-christine-nostlinger/,1,15,-1,5,2025-01-10
https://librosresumidos.net/metafisica-4-en-1-de-conny-mendez/,1,13,-1,6,2025-01-10
https://librosresumidos.net/cuento-de-navidad-de-charles-dickens/,1,11,-1,9,2025-01-10
https://librosresumidos.net/la-catedral-del-mar-de-ildefonso-falcones/,1,10,-1,8,2025-01-10
https://librosresumidos.net/las-hijas-de-la-criada-de-sonsoles-onega/,1,7,-1,4,2025-01-10
https://librosresumidos.net/coraline-los-mundos-de-coraline-de-neil-gaiman/,1,7,-1,8,2025-01-10
https://librosresumidos.net/pedro-paramo-de-juan-rulfo/,1,6,-1,12,2025-01-10
https://librosresumidos.net/viaje-al-pasado-de-stefan-zweig/,1,5,-1,5,2025-01-10
https://librosresumidos.net/el-murmullo-de-las-abejas-de-sofia-segovia/,1,5,-1,5,2025-01-10
https://librosresumidos.net/las-malas-de-camila-sosa-villada/,1,5,-1,5,2025-01-10
https://librosresumidos.net/la-sociedad-de-la-nieve-de-pablo-vierci/,1,4,-1,3,2025-01-10
https://librosresumidos.net/libro-de-las-bestias-de-ramon-llull/,1,4,-1,4,2025-01-10
https://librosresumidos.net/el-pequeno-vampiro-y-la-gran-conspiracion-de-angela-sommer-bodenburg/,1,4,-1,4,2025-01-10
https://librosresumidos.net/la-voz-a-ti-debida-razon-de-amor-de-pedro-salinas/,1,4,-1,6,2025-01-10
https://librosresumidos.net/el-muro-de-jean-paul-sartre/,1,4,-1,4,2025-01-10
https://librosresumidos.net/un-frio-viento-del-infierno-de-carlos-puerto/,1,3,-1,5,2025-01-10
https://librosresumidos.net/la-filosofia-del-budismo-zen-de-byung-chul-han/,1,3,-1,5,2025-01-10
https://librosresumidos.net/la-madre-de-maksim-gorki/,1,3,-1,5,2025-01-10
https://librosresumidos.net/el-ano-de-las-desapariciones-de-susan-hubbard/,1,3,-1,7,2025-01-10
https://librosresumidos.net/la-esfinge-de-los-hielos-de-julio-verne/,1,3,-1,6,2025-01-10
https://librosresumidos.net/el-mal-de-montano-de-enrique-vila-matas/,1,2,-1,7,2025-01-10
https://librosresumidos.net/los-ojos-de-mi-princesa-de-carlos-cuauhtemoc-sanchez/,1,2,-1,8,2025-01-10
https://librosresumidos.net/martin-fierro-de-jose-hernandez/,1,2,-1,8,2025-01-10
https://librosresumidos.net/el-universo-holografico-de-michael-talbot/,1,2,-1,2,2025-01-10
https://librosresumidos.net/un-drama-nuevo-de-manuel-tamayobaus/,1,2,-1,1,2025-01-10
https://librosresumidos.net/luna-caliente-de-mempo-giardinelli/,1,2,-1,4,2025-01-10
https://librosresumidos.net/el-amigo-manso-de-benito-perez-galdos/,1,2,-1,6,2025-01-10
https://librosresumidos.net/mal-de-amores-de-angeles-mastretta/,1,2,-1,2,2025-01-10
https://librosresumidos.net/la-tentacion-de-existir-de-e-m-cioran/,1,2,-1,5,2025-01-10
https://librosresumidos.net/el-dedo-magico-de-roald-dahl/,1,1,-1,2,2025-01-10
https://librosresumidos.net/la-senora-cornelia-de-miguel-de-cervantes/,1,1,-1,7,2025-01-10
https://librosresumidos.net/me-lo-prestas-de-emily-giffin/,1,1,-1,3,2025-01-10
https://librosresumidos.net/dirk-gently-agencia-de-investigaciones-holisticas-de-douglas-adams/,1,1,-1,1,2025-01-10
https://librosresumidos.net/los-soldados-lloran-de-noche-de-ana-maria-matute/,1,1,-1,6,2025-01-10
https://librosresumidos.net/el-tiempo-de-las-moscas-de-claudia-pineiro/,1,1,-1,4,2025-01-10
https://librosresumidos.net/los-campesinos-de-anton-chejov/,1,1,-1,71,2025-01-10
https://librosresumidos.net/felipe-v-el-rey-que-reino-dos-veces-de-henry-kamen/,1,1,-1,8,2025-01-10
https://librosresumidos.net/noche-de-reyes-de-william-shakespeare/,0,106,-1,8,2025-01-10
https://librosresumidos.net/manolito-gafotas-de-elvira-lindo/,0,35,-1,8,2025-01-10
https://librosresumidos.net/el-caballero-de-la-armadura-oxidada-de-robert-fisher/,0,27,-1,9,2025-01-10
https://librosresumidos.net/los-futbolisimos-1-el-misterio-de-los-arbitros-dormidos-de-roberto-santiago/,0,24,-1,4,2025-01-10
https://librosresumidos.net/la-piel-de-la-memoria-de-jordi-sierra-i-fabra/,0,24,-1,5,2025-01-10
https://librosresumidos.net/por-que-los-hombres-aman-a-las-cabronas-de-sherry-argov/,0,23,-1,6,2025-01-10
https://librosresumidos.net/diario-de-greg-1-un-pringao-total-de-jeff-kinney/,0,21,-1,4,2025-01-10
https://librosresumidos.net/anacleto-agente-secreto-de-manuel-vazquez/,0,20,-1,7,2025-01-10
https://librosresumidos.net/como-agua-para-chocolate-de-laura-esquivel/,0,18,-1,8,2025-01-10
https://librosresumidos.net/612-euros-de-jon-arretxe/,0,18,-1,5,2025-01-10
https://librosresumidos.net/maldito-karma-de-david-safier/,0,15,-1,3,2025-01-10
https://librosresumidos.net/mi-lucha-mein-kampf-de-adolf-hitler/,0,14,-1,8,2025-01-10
https://librosresumidos.net/el-pan-de-la-guerra-de-deborah-ellis/,0,12,-1,7,2025-01-10
https://librosresumidos.net/hhhh-de-laurent-binet/,0,11,-1,6,2025-01-10
https://librosresumidos.net/asesinato-en-el-orient-express-de-agatha-christie/,0,10,-1,9,2025-01-10
https://librosresumidos.net/el-nombre-del-viento-de-patrick-rothfuss/,0,7,-1,8,2025-01-10
https://librosresumidos.net/el-alquimista-de-paulo-coelho/,0,6,-1,10,2025-01-10
https://librosresumidos.net/la-uruguaya-de-pedro-mairal/,0,6,-1,5,2025-01-10
https://librosresumidos.net/la-virgen-de-los-sicarios-de-fernando-vallejo/,0,5,-1,9,2025-01-10
https://librosresumidos.net/el-paraiso-perdido-de-john-milton/,0,5,-1,8,2025-01-10
https://librosresumidos.net/los-asquerosos-de-santiago-lorenzo/,0,5,-1,6,2025-01-10
https://librosresumidos.net/el-hombre-unidimensional-de-herbert-marcuse/,0,5,-1,8,2025-01-10
https://librosresumidos.net/el-senor-de-los-anillos-iii-el-retorno-del-rey-de-j-r-r-tolkien/,0,5,-1,5,2025-01-10
https://librosresumidos.net/mexico-barbaro-de-john-kenneth-turner/,0,5,-1,9,2025-01-10
https://librosresumidos.net/tokio-blues-norwegian-wood-de-haruki-murakami/,0,4,-1,8,2025-01-10
https://librosresumidos.net/calvina-de-carlo-frabetti/,5,7,-1,2,2025-01-17
https://librosresumidos.net/diario-de-un-vampiro-en-pijama-de-mathias-malzieu/,4,4,-1,4,2025-01-17
https://librosresumidos.net/en-la-linea-recta-de-martin-blasco/,3,29,-1,5,2025-01-17
https://librosresumidos.net/la-mina-de-armando-lopez-salinas/,3,9,-1,3,2025-01-17
https://librosresumidos.net/el-ultimo-crimen-de-pompeya-de-emilio-calderon/,3,8,-1,3,2025-01-17
https://librosresumidos.net/la-piel-de-la-memoria-de-jordi-sierra-i-fabra/,3,7,-1,6,2025-01-17
https://librosresumidos.net/abuelita-opalina-de-maria-puncel/,3,6,-1,3,2025-01-17
https://librosresumidos.net/breve-historia-del-islam-de-ernest-yassine-bendriss/,3,3,-1,2,2025-01-17
https://librosresumidos.net/por-que-los-hombres-aman-a-las-cabronas-de-sherry-argov/,2,37,-1,5,2025-01-17
https://librosresumidos.net/kafka-y-la-muneca-viajera-de-jordi-sierra-i-fabra/,2,21,-1,6,2025-01-17
https://librosresumidos.net/cielo-abajo-de-fernando-marias/,2,11,-1,5,2025-01-17
https://librosresumidos.net/la-fraternidad-de-eihwaz-de-cesar-mallorqui/,2,10,-1,2,2025-01-17
https://librosresumidos.net/una-herencia-peligrosa-amanda-black-1-de-juan-gomez-jurado/,2,10,-1,4,2025-01-17
https://librosresumidos.net/ninfa-rota-de-alfredo-gomez-cerda/,2,10,-1,3,2025-01-17
https://librosresumidos.net/a-sangre-y-fuego-de-manuel-chaves-nogales/,2,9,-1,8,2025-01-17
https://librosresumidos.net/cronica-del-alba-obra-completa-de-ramon-j-sender/,2,9,-1,9,2025-01-17
https://librosresumidos.net/la-dama-duende-de-pedro-calderon-de-la-barca/,2,7,-1,3,2025-01-17
https://librosresumidos.net/sin-mascara-de-alfredo-gomez-cerda/,2,7,-1,4,2025-01-17
https://librosresumidos.net/el-anonimo-de-natasha-preston/,2,7,-1,2,2025-01-17
https://librosresumidos.net/la-voluntad-de-azorin/,2,7,-1,4,2025-01-17
https://librosresumidos.net/arroz-y-tartana-de-vicente-blasco-ibanez/,2,6,-1,6,2025-01-17
https://librosresumidos.net/muerte-en-el-priorato-de-toti-martinez-de-lezea/,2,5,-1,5,2025-01-17
https://librosresumidos.net/el-poder-de-rhonda-byrne/,2,5,-1,7,2025-01-17
https://librosresumidos.net/la-voluntad-de-poder-de-friedrich-nietzsche/,2,4,-1,5,2025-01-17
https://librosresumidos.net/la-novena-de-marcela-serrano/,2,4,-1,1,2025-01-17
https://librosresumidos.net/la-tournee-de-dios-de-enrique-jardiel-poncela/,2,4,-1,3,2025-01-17
https://librosresumidos.net/el-trio-de-la-dama-negra-sherlock-lupin-y-yo-1-de-irene-adler/,2,4,-1,4,2025-01-17
https://librosresumidos.net/konrad-o-el-nino-que-salio-de-una-lata-de-conservas-de-christine-nostlinger/,2,3,-1,5,2025-01-17
https://librosresumidos.net/ceniza-en-la-boca-de-brenda-navarro/,2,3,-1,2,2025-01-17
https://librosresumidos.net/fabulas-de-robots-de-stanislaw-lem/,2,3,-1,4,2025-01-17
https://librosresumidos.net/la-rama-seca-del-cerezo-de-rafael-salmeron/,2,2,-1,5,2025-01-17
https://librosresumidos.net/canaima-de-romulo-gallegos/,2,2,-1,6,2025-01-17
https://librosresumidos.net/kavik-el-perro-lobo-de-walt-morey/,2,2,-1,1,2025-01-17
https://librosresumidos.net/el-guardian-invisible-la-novela-grafica-de-ernest-saladolores-redondo/,2,1,-1,4,2025-01-17
https://librosresumidos.net/aprende-un-idioma-en-7-siete-dias-de-ramon-campayo/,2,1,-1,2,2025-01-17
https://librosresumidos.net/el-jardin-secreto-de-frances-hodgson-burnett/,1,30,-1,7,2025-01-17
https://librosresumidos.net/la-tumba-de-jose-agustin/,1,20,-1,4,2025-01-17
https://librosresumidos.net/viaje-al-oeste-las-aventuras-del-rey-mono-de-anonimo-chino-del-siglo-xvi/,1,19,-1,5,2025-01-17
https://librosresumidos.net/pupila-de-aguila-de-alfredo-gomez-cerda/,1,12,-1,6,2025-01-17
https://librosresumidos.net/la-sociedad-de-la-nieve-de-pablo-vierci/,1,10,-1,6,2025-01-17
https://librosresumidos.net/la-tribuna-de-emilia-pardo-bazan/,1,9,-1,5,2025-01-17
https://librosresumidos.net/crepusculo-saga-crepusculo-i-de-stephenie-meyer/,1,8,-1,5,2025-01-17
https://librosresumidos.net/cuanta-tierra-necesita-un-hombre-de-leon-tolstoi/,1,8,-1,7,2025-01-17
https://librosresumidos.net/laberinto-de-fortuna-y-otros-poemas-de-juan-de-mena/,1,7,-1,5,2025-01-17
https://librosresumidos.net/la-ideologia-alemana-de-karl-marxfriedrich-engels/,1,6,-1,5,2025-01-17
https://librosresumidos.net/como-agua-para-chocolate-de-laura-esquivel/,1,6,-1,9,2025-01-17
https://librosresumidos.net/pulsaciones-de-javier-ruescasfrancesc-miralles/,1,5,-1,5,2025-01-17
https://librosresumidos.net/la-reina-roja-de-victoria-aveyard/,1,5,-1,5,2025-01-17
https://librosresumidos.net/el-abuelo-de-benito-perez-galdos/,1,4,-1,6,2025-01-17
https://librosresumidos.net/el-medico-de-noah-gordon/,1,4,-1,5,2025-01-17
https://librosresumidos.net/el-turista-de-olen-steinhauer/,1,4,-1,14,2025-01-17
https://librosresumidos.net/sed-de-neal-shustermanjarrod-shusterman/,1,4,-1,6,2025-01-17
https://librosresumidos.net/la-historia-secreta-del-senor-white-de-juan-gomez-jurado/,1,3,-1,5,2025-01-17
https://librosresumidos.net/el-peregrino-de-compostela-diario-de-un-mago-de-paulo-coelho/,1,3,-1,8,2025-01-17
https://librosresumidos.net/vanina-vanini-de-stendhal/,1,3,-1,2,2025-01-17
https://librosresumidos.net/monstruo-rosa-de-olga-de-dios/,1,3,-1,10,2025-01-17
https://librosresumidos.net/el-clic-no-2-de-milo-manara/,1,3,-1,5,2025-01-17
https://librosresumidos.net/corredores-de-sombra-de-agustin-fernandez-paz/,1,2,-1,4,2025-01-17
https://librosresumidos.net/el-mal-de-montano-de-enrique-vila-matas/,1,2,-1,4,2025-01-17
https://librosresumidos.net/las-puertas-de-lo-posible-cuentos-de-pasado-manana-de-jose-maria-merino/,1,2,-1,4,2025-01-17
https://librosresumidos.net/mejor-la-ausencia-de-edurne-portela/,1,2,-1,2,2025-01-17
https://librosresumidos.net/el-hombre-duplicado-de-jose-saramago/,1,2,-1,3,2025-01-17
https://librosresumidos.net/una-temporada-en-el-infierno-iluminaciones-de-arthur-rimbaud/,1,2,-1,1,2025-01-17
https://librosresumidos.net/chacal-de-frederick-forsyth/,1,2,-1,2,2025-01-17
